,ID,Age,Birthdate,Birthdate__precision
7417,Fox,28,1995-05-26,1
7418,Fox,28,1995-05-26,1
7419,Foxdrop,30,1993-05-07,1
7420,Foxie,,,
7421,Foxo,,,
7422,Foxy,,,
7423,Foxy,,,
7424,Foxy,24,1999-02-16,1
7425,FoxYa,29,1994-01-15,1
7426,Foxziim,,,
7427,Foxziim,,,
7428,Foy,25,1997-11-22,1
7429,Foy,25,1997-11-22,1
7430,Foy,25,1997-11-22,1
7431,Fr0m 0 2 Her0,,,
7432,Fr0m 0 2 Her0,,,
7433,Fr0m 0 2 Her0,,,
7434,Fr0m 0 2 Her0,,,
7435,Fr0m 0 2 Her0,,,
7436,Fr3deric,29,1994-05-29,1
7437,Fraaj,,,
7438,Fraaj,,,
7439,Fracasaurio,,,
7440,Fracture,,,
7441,Frae,25,1997-12-19,1
7442,Fragas,26,1996-12-16,1
7443,Fragie,,,
7444,Fragie,,,
7445,Fragie,,,
7446,FraGio,30,1993-05-22,1
7447,FraGio,30,1993-05-22,1
7448,FraGio,30,1993-05-22,1
7449,Fragnat1c,,,
7450,Fragola,,,
7451,Fragola,,,
7452,Fragola,,,
7453,Fraid,,,
7454,Framer,,,
7455,Francuis,23,1999-11-28,1
7456,Franky,,,
7457,Franky,,,
7458,Franky,,,
7459,Franky,17,2006-01-04,1
7460,Franky,19,2003-09-23,1
7461,Franky,24,1998-09-28,1
7462,Franky,24,1998-09-28,1
7463,Franky,24,1998-09-28,1
7464,FrankyG,,,
7465,Frappii,21,2001-11-19,1
7466,Frappii,21,2001-11-19,1
7467,Frash,,,
7468,Frather,,,
7469,Frazer,23,2000-05-13,1
7470,Frazer,23,2000-05-13,1
7471,Frazer,23,2000-05-13,1
7472,Frazer,23,2000-05-13,1
7473,FrBulldog,,,
7474,FrBulldog,,,
7475,Freazy,,,
7476,Freckles,,,
7477,Fred,,,
7478,Fred,,,
7479,Fred,,,
7480,Fred,,,
7481,Fred,,,
7482,Fred,,,
7483,Fred,,,
7484,Fred,,,
7485,Freddo,,,
7486,FREDEAD,27,1996-05-08,1
7487,FREDEAD,27,1996-05-08,1
7488,Fredle,,,
7489,Fredle,,,
7490,Fredsta,,,
7491,fredy122,,,
7492,fredy122,,,
7493,fredy122,,,
7494,Fredzlew,24,1998-10-30,1
7495,FREE999,,,
7496,FREE999,,,
7497,FreeSoul,21,2001-09-03,1
7498,Freestyle,,,
7499,Freeze,29,1994-06-06,1
7500,Freeze,29,1994-06-06,1
7501,FreezeOP,,,
7502,Freezy,,,
7503,Freezy,,,
7504,Freire,24,1998-10-09,1
7505,Frekte,20,2002-12-10,1
7506,Frenna,27,1996-01-25,1
7507,Frenvz,,,
7508,Frenzy,,,
7509,Frenzy,18,2004-11-30,1
7510,Frenzyy,18,2005-02-17,1
7511,Frenzyy,18,2005-02-17,1
7512,Fresco,25,1997-10-01,1
7513,Fresco,25,1997-10-01,1
7514,Fresco,25,1997-10-01,1
7515,Fresh,,,
7516,Fresh,,,
7517,FreshThana,25,1997-11-24,1
7518,FreshThana,25,1997-11-24,1
7519,Freshx,26,1996-10-14,1
7520,Freshx,26,1996-10-14,1
7521,Freshx,26,1996-10-14,1
7522,Freshx,26,1996-10-14,1
7523,Fresita,32,1990-07-25,1
7524,Fresskowy,23,1999-11-26,1
7525,Frexey,,,
7526,Frey,,,
7527,Freya,,,
7528,Freyja,28,1994-10-01,1
7529,Frickeshow,,,
7530,Frígi,,,
7531,Frígi,,,
7532,Frígi,,,
7533,Frilla,,,
7534,Frim,19,2004-02-03,1
7535,Frim,19,2004-02-03,1
7536,Frim,19,2004-02-03,1
7537,Friolento,,,
7538,Fristi,,,
7539,Fristi,,,
7540,Fristi,,,
7541,Fristi,,,
7542,Fritz,,,
7543,Fritzamborg,,,
7544,Frle,,,
7545,Frofen,,,
7546,Frog,18,2005-06-30,1
7547,Frog,18,2005-06-30,1
7548,Frog Jesus,,,
7549,Frog Jesus,,,
7550,Frogadog,26,1996-11-08,1
7551,Frogadog,26,1996-11-08,1
7552,Froggen,29,1994-02-21,1
7553,Froggy,20,2002-12-08,1
7554,frogurt,,,
7555,Frolic,,,
7556,Frolic,,,
7557,Frolloc,,,
7558,Froomie,29,1994-07-11,1
7559,Froskurinn,32,1991-04-25,1
7560,Froskurinn,32,1991-04-25,1
7561,Froskurinn,32,1991-04-25,1
7562,Frost,,,
7563,Frost,,,
7564,Frost,19,2003-10-19,1
7565,Frost,19,2003-10-19,1
7566,Frost,20,2003-02-10,1
7567,Frost1,22,2000-09-30,1
7568,Frost1,22,2000-09-30,1
7569,FrostMorning,24,1998-10-05,1
7570,Frosts,,,
7571,Frostsize,19,2003-10-29,1
7572,Froststrike,,,
7573,Froststrike,,,
7574,Froststrike,,,
7575,Froststrike,,,
7576,Froststrike,,,
7577,Froststrike,,,
7578,frosty,,,
7579,Frosty,27,1996-03-27,1
7580,Frosty,27,1996-03-27,1
7581,Frosty,27,1996-03-27,1
7582,frostyy,,,
7583,frostyy,,,
7584,Frovin,,,
7585,frox,,,
7586,Frozen,21,2002-02-20,1
7587,Frozen,21,2002-02-20,1
7588,Frozen,24,1999-03-06,1
7589,Frozen,24,1999-03-06,1
7590,Frozen,24,1999-03-06,1
7591,Frozen,28,1994-11-04,1
7592,Frozen,28,1994-11-04,1
7593,Frozen,28,1994-11-04,1
7594,Frozen,28,1994-11-04,1
7595,Frozen,28,1994-11-04,1
7596,Frozen,28,1994-11-04,1
7597,Frozen Renga,23,2000-02-08,1
7598,Frozen Renga,23,2000-02-08,1
7599,Frozen Renga,23,2000-02-08,1
7600,Frozen2,,,
7601,Frozen2,,,
7602,FROZENNN,24,1998-10-19,1
7603,Frozzen,,,
7604,Frozzy,,,
7605,FruitSeller,,,
7606,Fruity Fresh,,,
7607,Fruity Fresh,,,
7608,Frxg,,,
7609,Frxg,,,
7610,Frygo,,,
7611,Fryte,,,
7612,FS,,,
7613,FS,,,
7614,Fuat,,,
7615,Fuat,,,
7616,Fudge,21,2002-05-23,1
7617,FuFu,,,
7618,Fufuli,,,
7619,Fuges,,,
7620,Fugis,,,
7621,Fujaa,,,
7622,Fujimoto,26,1996-10-16,1
7623,Fujimoto,26,1996-10-16,1
7624,Fujimoto,26,1996-10-16,1
7625,Fujioka,,,
7626,Fujioka,,,
7627,Fulis,,,
7628,Fullscreened,,,
7629,fun,,,
7630,Fun K3y,,,
7631,Fun K3y,,,
7632,Funahwi,20,2002-11-05,1
7633,Funahwi,20,2002-11-05,1
7634,Funes D10S,,,
7635,Fung,22,2000-10-28,1
7636,Fung,22,2000-10-28,1
7637,Funja,,,
7638,Funja,,,
7639,Funja,,,
7640,Funky,24,1998-08-18,1
7641,Funky,24,1998-08-18,1
7642,Funky Dog,,,
7643,Funky Dog,,,
7644,Funky Dog,,,
7645,Funny,24,1998-09-16,1
7646,Funny,24,1998-09-16,1
7647,Funny,24,1998-09-16,1
7648,Funny FuFuuu,,,
7649,Funny FuFuuu,,,
7650,Funny FuFuuu,,,
7651,Funny FuFuuu,,,
7652,Funzkai,,,
7653,Funzkai,,,
7654,FUR10US,,,
7655,FUR10US,,,
7656,Furiozz,,,
7657,Furiozz,,,
7658,Furkoazki,,,
7659,Furndog,,,
7660,Furosse,22,2001-03-21,1
7661,Furuy,22,2000-12-16,1
7662,Furuy,22,2000-12-16,1
7663,fuRy,,,
7664,fuRy,,,
7665,fuRy,,,
7666,Fury,,,
7667,Fury,,,
7668,Fury,,,
7669,Fury,27,1995-11-11,1
7670,Fury,27,1995-11-11,1
7671,Furyx,,,
7672,Furyx,,,
7673,Furyy,,,
7674,furyz,,,
7675,Fush,23,2000-06-07,1
7676,Fushi,22,2001-06-12,1
7677,Future,,,
7678,Future,28,1995-03-15,1
7679,Fuuu,,,
7680,Fuuzen,,,
7681,Fux,,,
7682,fuyao,,,
7683,fuyao,,,
7684,fuyao,,,
7685,Fuyu,21,2001-09-07,1
7686,Fuzion,,,
7687,Fuzion,,,
7688,FxZ,25,1998-02-18,1
7689,Fy,20,2003-02-06,1
7690,Fy,20,2003-02-06,1
7691,Fy,20,2003-02-06,1
7692,FYF,,,
7693,FYF,,,
7694,FYF,,,
7695,Fykling,26,1996-08-05,1
7696,Fykling,26,1996-08-05,1
7697,Fynnek,24,1998-10-23,1
7698,Fynox,,,
7699,Fyre,,,
7700,Fyre,,,
7701,fyrk,,,
7702,Fyrlian,,,
7703,FyTe,19,2003-11-26,1
7704,FZX,,,
7705,Fzy,,,
7706,Fzy,,,
7707,Fzz,20,2002-12-04,1
7708,FZZF,31,1991-07-24,1
7709,FZZF,31,1991-07-24,1
7710,FΔNG,,,
7711,FΔNG,,,
7712,G0DFRED,,,
7713,G0dtur,,,
7714,G1ft,24,1999-07-03,1
7715,G1ft,24,1999-07-03,1
7716,g1ngeren,,,
7717,g3tH,,,
7718,G4,25,1997-10-31,1
7719,G4,25,1997-10-31,1
7720,Gaaloul,24,1999-07-21,1
7721,Gaaloul,24,1999-07-21,1
7722,Gaaloul,24,1999-07-21,1
7723,Gaara,,,
7724,Gaara,,,
7725,Gaara,,,
7726,Gaara,,,
7727,Gaarfield,,,
7728,Gaax,22,2001-04-22,1
7729,GabaNo,,,
7730,Gabbo,23,1999-08-05,1
7731,Gabend,,,
7732,Gabenx,,,
7733,Gabex,,,
7734,GableBS,,,
7735,Gaboesh,23,2000-05-01,1
7736,Gabrielle,20,2003-04-13,1
7737,Gabrielsen,28,1995-06-14,1
7738,Gabrielsen,28,1995-06-14,1
7739,Gabum,,,
7740,Gabylidades,,,
7741,Gaca G,,,
7742,Gaca G,,,
7743,Gaca G,,,
7744,gaddiskvisa,,,
7745,gaddiskvisa,,,
7746,gaddiskvisa,,,
7747,gaddiskvisa,,,
7748,gaddiskvisa,,,
7749,Gadget,,,
7750,Gadget,24,1999-07-12,1
7751,Gadget,24,1999-07-12,1
7752,Gaduniker,,,
7753,Gaeng,26,1996-08-10,1
7754,Gaëthan,19,2004-04-23,1
7755,gafone,,,
7756,Gagai,25,1997-09-15,1
7757,Gagai,25,1997-09-15,1
7758,Gagaters,,,
7759,Gahlin,,,
7760,Gaio,,,
7761,Gajo,23,2000-01-18,1
7762,Gajuner,,,
7763,Gajuner,,,
7764,Gaksital,22,2000-12-17,1
7765,Gaksital,22,2000-12-17,1
7766,GALA,22,2001-02-14,1
7767,Galala,,,
7768,Galala,,,
7769,Galatas,32,1991-07-19,1
7770,Galaxy,,,
7771,Galaxy,,,
7772,Galaxy,,,
7773,Galaxy,20,2003-05-16,1
7774,GalB,28,1994-11-02,1
7775,GalB,28,1994-11-02,1
7776,Galben,20,2003-04-03,1
7777,Galben,20,2003-04-03,1
7778,Galdix,32,1991-03-21,1
7779,Gale,25,1997-10-31,1
7780,Galen,25,1997-11-24,1
7781,Galen,25,1997-11-24,1
7782,Galen,25,1997-11-24,1
7783,Galeon,,,
7784,Galers,,,
7785,Galfi,32,1991-04-16,1
7786,Galib,,,
7787,Galileo,,,
7788,Galixx,,,
7789,Galleta,,,
7790,Galleta,,,
7791,Gallex,27,1996-07-16,1
7792,Gallop,20,2002-11-08,1
7793,Galrath,,,
7794,Gama,,,
7795,Gama,,,
7796,Gama,,,
7797,Gama,,,
7798,Gama,,,
7799,Gama,,,
7800,Gambite,26,1997-04-14,1
7801,Gambite,26,1997-04-14,1
7802,GAME,,,
7803,GAME,,,
7804,GAME,,,
7805,Gamefaced,25,1998-07-17,1
7806,Gamefaced,25,1998-07-17,1
7807,Gamefaced,25,1998-07-17,1
7808,GamersLegends,,,
7809,Gamin,19,2003-12-05,1
7810,Gamsu,28,1995-02-14,1
7811,Gamsu,28,1995-02-14,1
7812,Ganfan,26,1997-04-25,1
7813,Gangboong,21,2001-08-26,1
7814,Gango,26,1997-05-16,1
7815,Gango,26,1997-05-16,1
7816,Gango,26,1997-05-16,1
7817,Ganji,,,
7818,Gankkkk,,,
7819,Gankkkk,,,
7820,Gankkkk,,,
7821,Gankkkk,,,
7822,Gankkkk,,,
7823,Gankkkk,,,
7824,Gankkkk,,,
7825,Gankkkk,,,
7826,Gankkkk,,,
7827,Gankkkk,,,
7828,Gankkkk,,,
7829,Gankkkk,,,
7830,Gankkkk,,,
7831,Gankkkk,,,
7832,Gankkkk,,,
7833,Gankkkk,,,
7834,Gankkkk,,,
7835,Gankkkk,,,
7836,Ganks,,,
7837,Ganks,,,
7838,Ganks,,,
7839,Ganks,,,
7840,Ganks,,,
7841,Ganky,,,
7842,GankZero,29,1994-05-20,1
7843,Ganzso,20,2003-03-28,1
7844,Gao,,,
7845,GAP,26,1996-09-02,1
7846,GAP,26,1996-09-02,1
7847,GAP,26,1996-09-02,1
7848,GAP,26,1996-09-02,1
7849,GAP,26,1996-09-02,1
7850,GAP,26,1996-09-02,1
7851,Garâ,,,
7852,Garâ,,,
7853,Garâ,,,
7854,Garam,22,2000-12-01,1
7855,Garank,23,1999-10-28,1
7856,GaraXy,18,2005-06-16,1
7857,GaraXy,18,2005-06-16,1
7858,Garden,24,1998-09-25,1
7859,Garden,24,1998-09-25,1
7860,Garden,24,1998-09-25,1
7861,Gardoum,32,1991-02-22,1
7862,Gari,,,
7863,Gariaru,28,1995-01-16,1
7864,Gariaru,28,1995-01-16,1
7865,Gariaru,28,1995-01-16,1
7866,Garih,26,1996-08-14,1
7867,Garions,26,1997-02-24,1
7868,Garlic,23,1999-08-23,1
7869,Garlic,23,1999-08-23,1
7870,Garnet,,,
7871,GarnetDevil,,,
7872,Garo,,,
7873,Garo,,,
7874,Garon,,,
7875,Garon,,,
7876,Garou,24,1999-02-02,1
7877,Garou,24,1999-02-02,1
7878,Garp,22,2001-05-01,1
7879,Garp,22,2001-05-01,1
7880,Garp,22,2001-05-01,1
7881,Garp,22,2001-05-01,1
7882,Garuco,,,
7883,Garvey,21,2002-01-20,1
7884,Garvey,21,2002-01-20,1
7885,Garvey,21,2002-01-20,1
7886,Garvey,21,2002-01-20,1
7887,Garvi,,,
7888,Gary,,,
7889,Gary,,,
7890,Gary,,,
7891,Gary,,,
7892,Gary Snail,,,
7893,GaryKi,27,1996-06-26,1
7894,Gas,21,2001-10-15,1
7895,GASENT,,,
7896,Gashandslash,,,
7897,Gastruks,23,1999-11-25,1
7898,Gate,29,1994-03-20,1
7899,Gate,29,1994-03-20,1
7900,Gatekeeper,,,
7901,Gatinho,,,
7902,Gatinho,,,
7903,Gato Mojado,26,1997-05-02,1
7904,Gatocrack,,,
7905,Gattsu,24,1999-01-03,1
7906,gaucho,,,
7907,Gauci,,,
7908,Gauci,,,
7909,GauNty,,,
7910,Gavaacon,,,
7911,Gavaacon,,,
7912,Gavan,,,
7913,Gavotto,,,
7914,Gavotto,,,
7915,Gazal,,,
7916,Gazek,,,
7917,Gazoo,,,
7918,GBM,29,1994-06-23,1
7919,GBM,29,1994-06-23,1
7920,GBM,29,1994-06-23,1
7921,GBM,29,1994-06-23,1
7922,GBM,29,1994-06-23,1
7923,Gbunny,26,1997-04-22,1
7924,Gbunny,26,1997-04-22,1
7925,gDeveloper,,,
7926,GdNight,,,
7927,GdNight,,,
7928,GDX,,,
7929,Gear,26,1996-10-10,1
7930,GeeGee,27,1996-05-31,1
7931,GeeGee,27,1996-05-31,1
7932,GeeGee,27,1996-05-31,1
7933,GeeGee,27,1996-05-31,1
7934,Geeroid,22,2000-09-12,1
7935,Geiger,,,
7936,Geiger,,,
7937,geitang,,,
7938,geju,,,
7939,geju,,,
7940,Gekke,,,
7941,Gela,,,
7942,Gelegentha,,,
7943,Geller,,,
7944,Gelvic,,,
7945,Gelvic,,,
7946,Gemini,25,1998-06-09,1
7947,Gemon,19,2003-09-28,1
7948,Gemon,19,2003-09-28,1
7949,Gemon,19,2003-09-28,1
7950,Gemon,19,2003-09-28,1
7951,Gemp,27,1996-06-17,1
7952,Genchu,,,
7953,General,,,
7954,Genes1s,30,1992-11-11,1
7955,Genesis,,,
7956,Genesis,,,
7957,Gengar,26,1997-06-26,1
7958,Gengar,26,1997-06-26,1
7959,Gengar,26,1997-06-26,1
7960,GengarQT,,,
7961,GengarQT,,,
7962,Genguy,,,
7963,Genja,34,1988-09-24,1
7964,Genja,34,1988-09-24,1
7965,Gennie,22,2000-08-03,1
7966,Gennos,20,2002-09-23,1
7967,Gennos,20,2002-09-23,1
7968,Genre,29,1994-03-07,1
7969,Genre,29,1994-03-07,1
7970,Genthix,32,1990-12-11,1
7971,GENTLE,24,1999-03-12,1
7972,Gentleman,,,
7973,GentlemanHero,27,1996-07-08,1
7974,GentlemanHero,27,1996-07-08,1
7975,GentlemanHero,27,1996-07-08,1
7976,GentlemanHero,27,1996-07-08,1
7977,GentlemanHero,27,1996-07-08,1
7978,GentlemanHero,27,1996-07-08,1
7979,Genz,,,
7980,Genz,,,
7981,Genz,,,
7982,Genz,,,
7983,Genza,24,1998-10-20,1
7984,Genza,24,1998-10-20,1
7985,Geogeo,29,1993-09-09,1
7986,GEPARD,,,
7987,GEPARD,,,
7988,Gerald,,,
7989,Gerar,27,1995-08-03,1
7990,Gerard,,,
7991,GeriG,,,
7992,Germoo,,,
7993,Germoo,,,
7994,Gerro,,,
7995,Geser,,,
7996,Get Gosu,,,
7997,Get Lost,21,2002-02-26,1
7998,Get Lost,21,2002-02-26,1
7999,Get Right,,,
8000,Get Snuggled,,,
8001,Get Snuggled,,,
8002,Get Snuggled,,,
8003,Getback,,,
8004,GeTSloW,20,2003-06-20,1
8005,Getsu,22,2000-08-11,1
8006,Geum go,21,2001-12-17,1
8007,Geum go,21,2001-12-17,1
8008,Geum go,21,2001-12-17,1
8009,Gevous,,,
8010,GFP,24,1999-05-16,1
8011,GFP,24,1999-05-16,1
8012,GG,,,
8013,GGamza,,,
8014,GGiler,,,
8015,GGJJ,,,
8016,GGNiko,28,1995-03-12,1
8017,Ggoggo,33,1990-03-15,1
8018,ggone,20,2002-12-07,1
8019,ggoni,,,
8020,Ggoong,30,1993-06-26,1
8021,Ghanix,26,1997-02-17,1
8022,Ghastly,,,
8023,Ghastly,,,
8024,Ghidi,20,2003-05-09,1
8025,Ghinis,,,
8026,Ghinis,,,
8027,Ghinis,,,
8028,Ghinis,,,
8029,Ghisou,,,
8030,Ghost,,,
8031,Ghost,,,
8032,Ghost,24,1999-03-18,1
8033,Ghost,28,1994-08-30,1
8034,Ghost Love,,,
8035,Ghost Love,,,
8036,Ghoster,,,
8037,Ghoster,,,
8038,Ghostík,,,
8039,Ghoul,,,
8040,Ghoztzero,28,1994-08-30,1
8041,gi bao,,,
8042,GianKios,21,2002-02-08,1
8043,Giannio,,,
8044,Gible,,,
8045,Gibo,,,
8046,gideon,19,2003-08-14,1
8047,Gienek,20,2003-07-05,1
8048,Giga,,,
8049,Gigante,,,
8050,Gigante,,,
8051,Gigashock,29,1994-05-26,1
8052,Gigashock,29,1994-05-26,1
8053,Gigashock,29,1994-05-26,1
8054,GigCeez,27,1995-08-31,1
8055,Gigio,,,
8056,Giiro,,,
8057,Gijsje,,,
8058,Gikko,25,1998-03-29,1
8059,GiL,,,
8060,Gilfer,,,
8061,Gilgamesh,,,
8062,Gilgamesh,22,2000-10-20,1
8063,Gilgamesh,22,2000-10-20,1
8064,Gilgamesh,22,2000-10-20,1
8065,Gilito,,,
8066,Gilito,,,
8067,Gilito,,,
8068,Gilito,,,
8069,Gilito,,,
8070,Gilius,26,1997-01-05,1
8071,Gillette,,,
8072,GimGoon,27,1995-12-31,1
8073,Gimmick,,,
8074,Gine,21,2002-07-04,1
8075,Ginko,,,
8076,Gino,,,
8077,Gino,,,
8078,Gino,,,
8079,Gino,,,
8080,Gino,,,
8081,Ginqal,,,
8082,Ginrais,19,2004-03-16,1
8083,Ginsu,34,1989-06-12,1
8084,Gint,,,
8085,Giornito,,,
8086,Giovanniprpain02,,,
8087,Girish,24,1999-06-12,1
8088,Gismo,25,1998-01-10,1
8089,Giu,23,1999-12-15,1
8090,Giu,23,1999-12-15,1
8091,Giu,23,1999-12-15,1
8092,Giubi,21,2002-05-19,1
8093,Giuly,,,
8094,Giyuu,21,2001-11-12,1
8095,Giyuu,21,2001-11-12,1
8096,Giyuu,21,2001-11-12,1
8097,Giyuu,21,2001-11-12,1
8098,Giyuu,21,2001-11-12,1
8099,Giyuu,21,2001-11-12,1
8100,Gizers,,,
8101,Gizmo,30,1993-06-10,1
8102,Gizmo,30,1993-06-10,1
8103,Gj,,,
8104,Gjerg,23,1999-07-29,1
8105,Gjerg,23,1999-07-29,1
8106,Gjerg,23,1999-07-29,1
8107,Gjerg,23,1999-07-29,1
8108,Glaceox,22,2000-12-31,1
8109,GlaDiaT0RR,,,
8110,Glándula,,,
8111,Glazer,,,
8112,Glazer,27,1995-11-22,1
8113,Glebo,,,
8114,Gleeb,27,1996-03-29,1
8115,Gleeb,27,1996-03-29,1
8116,Gleeb,27,1996-03-29,1
8117,Glen,33,1990-03-05,1
8118,Glen,33,1990-03-05,1
8119,Glen,33,1990-03-05,1
8120,Glen,33,1990-03-05,1
8121,Glen,33,1990-03-05,1
8122,Glisha,,,
8123,Glisha,,,
8124,GlissyBoy,23,1999-11-30,1
8125,GlissyBoy,23,1999-11-30,1
8126,Gliukoze,27,1996-01-03,1
8127,Glon,,,
8128,GLong,,,
8129,GLong,,,
8130,Gloomdr1fter,,,
8131,Gloomdr1fter,,,
8132,Gloomy,,,
8133,Glopo,33,1990-01-21,1
8134,Glopo,33,1990-01-21,1
8135,Gloria,25,1998-01-12,1
8136,Gloria,25,1998-01-12,1
8137,Gloria,25,1998-01-12,1
8138,Glory,,,
8139,Glory,21,2002-01-12,1
8140,Glory,21,2002-01-12,1
8141,Glory,21,2002-01-12,1
8142,Glory,27,1996-04-26,1
8143,Glow,,,
8144,Glow,,,
8145,Glowing,,,
8146,Glø,,,
8147,Glukoza,32,1991-07-16,1
8148,Glup,,,
8149,Glutch,,,
8150,Glutez,26,1997-01-25,1
8151,Glutez,26,1997-01-25,1
8152,Glyphe,,,
8153,Glyphe,,,
8154,Gnaffo,25,1998-03-17,1
8155,Gnetic,,,
8156,Gnome,26,1996-09-23,1
8157,Gnomesayin,,,
8158,Goats,,,
8159,GoB,,,
8160,GoB,,,
8161,GoB,,,
8162,Gobely,,,
8163,Goblin,,,
8164,Goblin,,,
8165,Goblin,,,
8166,GochuHunter,,,
8167,God Pengu,,,
8168,Godblessed,,,
8169,Godbro,28,1994-10-14,1
8170,Godbro,28,1994-10-14,1
8171,Godbro,28,1994-10-14,1
8172,Godbro,28,1994-10-14,1
8173,Godbro,28,1994-10-14,1
8174,GodChele,,,
8175,Godeto,25,1998-06-08,1
8176,GodFather,,,
8177,GodFree,,,
8178,GodGodzi,35,1988-03-27,1
8179,GodGodzi,35,1988-03-27,1
8180,GoDJJ,29,1994-07-07,1
8181,Godkvaj,27,1996-01-25,1
8182,GodKwai,26,1997-06-02,1
8183,GodKwai,26,1997-06-02,1
8184,Godles,23,2000-04-26,1
8185,Godles,23,2000-04-26,1
8186,GodLike,30,1993-05-12,1
8187,GodLike,30,1993-05-12,1
8188,GodLike,30,1993-05-12,1
8189,GodLikeKillerX,,,
8190,GodlikeLevi,23,1999-07-30,1
8191,GodlikeMagic,,,
8192,Godlou,,,
8193,GoDLy,,,
8194,GoDLy,,,
8195,Godnium,23,1999-08-28,1
8196,Godnium,23,1999-08-28,1
8197,GodPickle,26,1997-01-25,1
8198,GodPickle,26,1997-01-25,1
8199,godpillar,,,
8200,Godplank,,,
8201,Gods,,,
8202,Gods,,,
8203,GodSebas,,,
8204,Godshu,,,
8205,Godshu,,,
8206,Godsi,23,2000-06-26,1
8207,Godsi,23,2000-06-26,1
8208,GodTeddy,21,2001-12-01,1
8209,GodTeddy,21,2001-12-01,1
8210,GodTeddy,21,2001-12-01,1
8211,Godtone,34,1988-09-12,1
8212,Godux,,,
8213,Godux,,,
8214,Godv,23,1999-11-16,1
8215,Godv,23,1999-11-16,1
8216,Godv,23,1999-11-16,1
8217,Godv,23,1999-11-16,1
8218,Godv,23,1999-11-16,1
8219,Godv,23,1999-11-16,1
8220,GodV,26,1997-07-16,1
8221,GodV,26,1997-07-16,1
8222,GodV,26,1997-07-16,1
8223,GodV,26,1997-07-16,1
8224,GodV,26,1997-07-16,1
8225,GoDyungi,,,
8226,GoDyungi,,,
8227,GoDyungi,,,
8228,GoDyungi,,,
8229,Godzilla,,,
8230,Godzilla,,,
8231,Gofio,27,1996-06-02,1
8232,Gofrillos,24,1998-12-01,1
8233,Gofrillos,24,1998-12-01,1
8234,Gofrillos,24,1998-12-01,1
8235,Gogoing,31,1991-10-02,1
8236,Gogoing,31,1991-10-02,1
8237,GohanQ,,,
8238,Gojii,,,
8239,Gojung,,,
8240,gokigenyou,,,
8241,gokigenyou,,,
8242,Goksi,22,2000-11-28,1
8243,Goku,26,1996-08-23,1
8244,Gold,,,
8245,Gold,,,
8246,Golden,,,
8247,Golden,,,
8248,Golden Kiwi,,,
8249,Goldenglue,26,1996-11-23,1
8250,GoldenGod,,,
8251,GoldenGod,,,
8252,GoldenGod,,,
8253,GoldenGod,,,
8254,Goldenpenny,,,
8255,Goldenpenny,,,
8256,GoldenRoss,,,
8257,Goldento4st,24,1998-07-31,1
8258,Goldento4st,24,1998-07-31,1
8259,Goldento4st,24,1998-07-31,1
8260,GoldeNz,31,1991-12-10,1
8261,GoldeNz,31,1991-12-10,1
8262,GoldeNz,31,1991-12-10,1
8263,Goldman,,,
8264,Goldman,,,
8265,Goldy,,,
8266,Golem,,,
8267,Golem,,,
8268,Goliath,20,2002-10-06,1
8269,Goliath,20,2002-10-06,1
8270,Goliath,20,2002-10-06,1
8271,Goliath,20,2002-10-06,1
8272,Goliath,22,2000-08-25,1
8273,Golleem,,,
8274,Gomu,,,
8275,GonDyy,23,2000-01-22,1
8276,GonDyy,23,2000-01-22,1
8277,Gone,,,
8278,Gone,,,
8279,Gongas,,,
8280,Gonti,,,
8281,Gonto,28,1995-04-28,1
8282,Gony,,,
8283,Gonzy,,,
8284,Goo,19,2003-10-23,1
8285,Gooby,,,
8286,Gooby,,,
8287,Gooby,,,
8288,Gooby,,,
8289,Gooby,,,
8290,Good Boi,20,2002-12-31,1
8291,Good Kid AJ,22,2000-08-24,1
8292,Good Sir,,,
8293,Good Sir,,,
8294,Goodboy,26,1997-06-13,1
8295,Goodboy,26,1997-06-13,1
8296,Goodboy,26,1997-06-13,1
8297,GOODGG,,,
8298,GOODGG,,,
8299,GOODGG,,,
8300,GOODGG,,,
8301,Goodo,,,
8302,Goodshot,,,
8303,GooeyJ,,,
8304,Goose,,,
8305,Goose,,,
8306,Goose,,,
8307,Goose,,,
8308,Goose,,,
8309,Goose,,,
8310,Goose,,,
8311,goose,24,1999-07-01,1
8312,Goose,25,1998-03-16,1
8313,Goot,22,2001-01-28,1
8314,Gori,22,2000-08-09,1
8315,Gorica,22,2000-10-01,1
8316,GorillA,28,1994-11-18,1
8317,Gorilla1,,,
8318,Gorilla1,,,
8319,gorillajones,18,2004-12-13,1
8320,Gorira13,29,1994-02-12,1
8321,Gorira13,29,1994-02-12,1
8322,Gorny,,,
8323,Gorny,,,
8324,Goro,,,
8325,Goro,,,
8326,Goro,,,
8327,Goro,,,
8328,Goro,,,
8329,Goryus,,,
8330,Gos,25,1997-11-04,1
8331,Gosberg,23,2000-05-17,1
8332,Goshuujinn,26,1997-02-03,1
8333,Gosu,29,1994-07-08,1
8334,Gosu,29,1994-07-08,1
8335,gotoe11,,,
8336,GotoOne,29,1994-06-08,1
8337,Gotrek,22,2001-01-06,1
8338,Gotrek,22,2001-01-06,1
8339,Gotszar,27,1996-03-27,1
8340,Gotszar,27,1996-03-27,1
8341,Goty,18,2004-08-11,1
8342,GotzY,,,
8343,GouGou,23,2000-06-07,1
8344,Gould,,,
8345,Gov,,,
